date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2020-12-12,292,28.371025595151405,42858.1860980063,132703.97857910636,283932.0415581158,
2020-12-13,293,27.351581855954894,42634.120985162815,132321.35895800596,282510.23926906433,
2020-12-14,294,26.368769277566344,42410.79990854262,131935.14282317786,281072.9699085929,
2020-12-15,295,25.421271635016577,42188.22575164935,131545.38425503107,279620.68382917467,
2020-12-16,296,24.507819994640656,41966.401316277865,131152.13751534667,278153.8312321164,
2020-12-17,297,23.62719099192621,41745.32932331424,130755.4570331193,276672.8619335718,
2020-12-18,298,22.77820520084299,41525.01241354316,130355.39735061256,275178.22513662063,
2020-12-19,299,21.959725620748102,41305.453148462875,129952.0131495112,273670.36920972477,
2020-12-20,300,21.17065610471714,41086.65401110771,129545.35925159638,272149.7414718738,
2020-12-21,301,20.409939869583877,40868.617406878075,129135.49058760937,270616.78798054566,
2020-12-22,302,19.6765580875916,40651.345664377906,128722.46218382333,269071.95286332094,
2020-12-23,303,18.969528578424008,40434.841027594004,128306.32914876018,267515.67846318113,
2020-12-24,304,18.28790445423966,40219.10564771681,127887.14666006068,265948.40540758526,
2020-12-25,305,17.630772830562467,40004.14161715036,127464.96995151557,264370.5721903971,
2020-12-26,306,16.99725360997716,39789.950954499356,127039.85430026602,262782.6149855817,
2020-12-27,307,16.386498351411948,39576.5356043938,126611.85501418158,261184.9674682162,
2020-12-28,308,15.797689102070903,39363.8974382666,126181.0274194237,259578.0606430662,
2020-12-29,309,15.23003728207104,39152.03825513535,125747.42684685737,257962.3226809808,
2020-12-30,310,14.682782634022209,38940.95978238845,125311.10858706692,256338.1787633579,
2020-12-31,311,14.155192245485994,38730.66367657549,124872.1279162562,254706.05063726543,
2021-01-01,312,13.646559542088106,38521.15152420193,124430.54008732717,253066.35633816858,
2021-01-02,313,13.156203322460378,38312.42484252797,123986.40030666564,251419.51063422984,
2021-01-03,314,12.68346685110445,38104.48508037183,123539.76372218091,249765.92458841263,
2021-01-04,315,12.227717013230196,37897.3336189172,123090.68541151397,248106.00540965176,
2021-01-05,316,11.788343446859272,37690.97177252501,122639.22037041944,246440.15631363503,
2021-01-06,317,11.36475770779719,37485.40078922356,122185.4235013249,244768.7763896913,
2021-01-07,318,10.956392486255666,37280.62183482004,121729.34960207246,243092.26049116763,
2021-01-08,319,10.562700876104566,37076.63601259984,121271.0533548462,241410.99923820936,
