date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2021-01-08,319,219.622591944869,50864.59306844714,134026.3257903927,310542.23225849535,
2021-01-09,320,214.35683679426302,50739.810102703574,134091.51639738466,311053.33067517815,
2021-01-10,321,209.2173344491896,50615.05711537465,134154.47265034032,311551.6358368862,
2021-01-11,322,204.20105762274284,50490.33610277716,134215.19110598697,312037.0738703814,
2021-01-12,323,199.30505172151948,50365.649050125045,134273.6684717437,312509.5730372045,
2021-01-13,324,194.52643319822073,50240.99793151216,134329.90160618958,312969.0637553139,
2021-01-14,325,189.8623877448049,50116.384709896,134383.8875195155,313415.4786747541,
2021-01-15,326,185.31016864135552,49991.81133708241,134435.62337396,313848.75269847846,
2021-01-16,327,180.86709449902764,49867.279753711045,134485.1064842283,314268.82290080143,
2021-01-17,328,176.53054832931514,49742.791889241984,134532.3343178954,314675.6286035657,
2021-01-18,329,172.29797606815012,49618.34966194303,134577.3044957928,315069.1113951583,
2021-01-19,330,168.1668849803913,49493.954978878035,134620.01479237867,315449.2151481538,
2021-01-20,331,164.13484219393234,49369.60973589619,134660.46313464415,315815.88603598933,
2021-01-21,332,160.19947269830791,49245.315817450464,134698.6475692708,316169.07254864735,
2021-01-22,333,156.35845853599568,49121.07509576021,134734.56630812172,316508.7255073241,
2021-01-23,334,152.60953748062022,48996.88943248074,134768.21772890844,316834.7980780598,
2021-01-24,335,148.950501628022,48872.76067815,134799.6003628325,317147.2457843075,
2021-01-25,336,145.37919609469725,48748.69067201118,134828.71289474552,317446.02652102115,
2021-01-26,337,141.89351724354438,48624.68124200476,134855.55416328963,317731.1006558907,
2021-01-27,338,138.4914119809678,48500.734204761255,134880.12316101888,318002.43094335665,
2021-01-28,339,135.1708765735006,48376.851365594855,134902.41903450072,318259.98251448246,
2021-01-29,340,131.9299554036013,48253.03451849774,134922.4410843984,318503.7229204106,
2021-01-30,341,128.76673981388873,48129.285446135305,134940.18876553362,318733.6221404679,
2021-01-31,342,125.67936653464331,48005.60591984208,134955.66168693005,318949.6525892679,
2021-02-01,343,122.66601707264603,47881.99769961843,134968.8596118371,319151.78912279784,
2021-02-02,344,119.72491665208112,47758.46253412814,134979.78245773437,319340.00904347876,
2021-02-03,345,116.85433311576855,47635.00216069667,134988.4302963167,319514.29210418696,
2021-02-04,346,114.0525758987615,47511.61830531018,134994.80335345972,319674.6205112251,
2021-02-05,347,111.31799463500998,47388.31268261541,134998.90200916573,319820.97892623144,
2021-02-06,348,108.64897862574765,47265.08699592025,135000.72679008832,319953.3544795026,
2021-02-07,349,106.04395589193547,47141.94293719509,135000.27835935523,320071.736837978,
2021-02-08,350,103.50139220390024,47018.882187074974,134997.5575493831,320176.11809147417,
2021-02-09,351,101.01979016972429,46895.90641486243,134992.56534650188,320266.4927823858,
2021-02-10,352,98.59768800097125,46773.01727853113,134985.30288952982,320342.8579152226,
2021-02-11,353,96.23365905006123,46650.21642472336,134975.77146953452,320405.21295385965,
2021-02-12,354,93.92631096278427,46527.50548811729,134963.9725295727,320453.55981783225,
2021-02-13,355,91.67428482131095,46404.886092136796,134949.9076644085,320487.90287767496,
2021-02-14,356,89.47625433445502,46282.35984923645,134933.57862021067,320508.2489493064,
2021-02-15,357,87.33092474458209,46159.92836054295,134914.9872942282,320514.60728745855,
2021-02-16,358,85.23703242482519,46037.59321586127,134894.13573444466,320506.9895781547,
2021-02-17,359,83.1933441213426,45915.35599368142,134871.0261392114,320485.40993023454,
2021-02-18,360,81.19865619642921,45793.218261186,134845.6608568591,320449.88488064724,
2021-02-19,361,79.25179390919506,45671.181574258226,134818.04238528825,320400.4333976312,
2021-02-20,362,77.35161044775752,45549.24747749074,134788.17337153826,320337.07682312554,
2021-02-21,363,75.49698657837219,45427.41750419495,134756.056611335,320259.8388830831,
2021-02-22,364,73.68682996814555,45305.69317641109,134721.69504852605,320168.7456760566,
