date,t,s,i,r
2020-12-02,282,59002861.71246244,22.707125259892617,997115.5804123668
2020-12-03,283,59002861.712292805,21.65134044280631,997116.6363668176
2020-12-04,284,59002861.71213713,20.644639165098344,997117.6432237683
2020-12-05,285,59002861.711994275,19.684740057127676,997118.6032657368
2020-12-06,286,59002861.71186317,18.769467729122802,997119.5186691671
2020-12-07,287,59002861.71174286,17.89674780028665,997120.3915094081
2020-12-08,288,59002861.71163245,17.064602319487303,997121.2237652991
2020-12-09,289,59002861.71153113,16.27114529165938,997122.0173236496
2020-12-10,290,59002861.71143815,15.514578293303092,997122.7739836313
2020-12-11,291,59002861.71135282,14.793186461160555,997123.4954607942
2020-12-12,292,59002861.71127451,14.105334709103827,997124.1833908536
2020-12-13,293,59002861.71120265,13.449463878713813,997124.8393335461
2020-12-14,294,59002861.711136706,12.824087237459574,997125.4647761349
2020-12-15,295,59002861.711076185,12.227787221768391,997126.0611366704
2020-12-16,296,59002861.71102064,11.659212125720343,997126.6297673051
2020-12-17,297,59002861.71096967,11.117073025579746,997127.1719573728
2020-12-18,298,59002861.7109229,10.600140941982872,997127.688936229
2020-12-19,299,59002861.710879974,10.107244032007149,997128.1818760618
2020-12-20,300,59002861.71084059,9.637264878745162,997128.6518946051
2020-12-21,301,59002861.71080444,9.189138004095469,997129.1000576278
2020-12-22,302,59002861.71077127,8.761847502530026,997129.5273813022
2020-12-23,303,59002861.71074083,8.354424650995986,997129.9348345961
2020-12-24,304,59002861.71071289,7.965945738556464,997130.3233414454
2020-12-25,305,59002861.71068725,7.595530040292847,997130.6937827811
2020-12-26,306,59002861.71066372,7.2423377490823375,997131.0469985997
2020-12-27,307,59002861.71064213,6.905568072883555,997131.3837898667
2020-12-28,308,59002861.71062232,6.58445747556081,997131.7049202778
2020-12-29,309,59002861.71060414,6.278277916373842,997132.0111180199
2020-12-30,310,59002861.71058745,5.986335174606757,997132.3030774479
2020-12-31,311,59002861.71057214,5.70796730932537,997132.5814606262
2021-01-01,312,59002861.71055809,5.4425431756633476,997132.8468988125
2021-01-02,313,59002861.71054519,5.189460945756171,997133.0999939382
2021-01-03,314,59002861.71053336,4.948146762638388,997133.341319956
2021-01-04,315,59002861.710522495,4.71805347838937,997133.5714241007
2021-01-05,316,59002861.710512534,4.498659364908003,997133.7908281806
